Sonstiges; Ersten Erfahrung in agiler Softwareentwicklung
Sonstiges;Gewährleistung der Übersichtlichkeit und Usability der Anwendungen.
Sonstiges;Im Rahmen der Digitalisierungsoffensive besitzen wir im Rahmen der Architektur die Aufgabe, die Vorgehensweisen, Prozesse und Technologien im Kontext…
Sonstiges;Bei uns erhalten Sie die Möglichkeit eigene Produkte zu entwickeln und diese zu optimieren.
Softwareentwicklung im Bankensektor;Unsere Kunden sind seit Jahren im Financial Services Umfeld aktiv und setzen fokussiert Projekte in der Prozess- und Fachberatung im dynamischen Bankenumfeld um…
Sonstiges;Start: Baldmöglichst Laufzeit: Bis August 2023 | 40 Stunden pro Woche | Hannover | IT-Branche | Berufseinsteiger, Berufserfahrener | Projekt-ID D202342914_1S.
Sonstiges;Die BMS Corporate Solutions GmbH ist eine gemeinsame Gesellschaft der Atruvia AG und der BMS Unternehmensgruppe aus Düsseldorf.
Sonstiges;Als Softwareentwickler Martktdatenprodukte (m/w/d) erwarten Sie echte Herausforderungen in modernen Programmiersprachen, sehr gutes Betriebsklima, motivierte…
Softwareentwicklung im Bankensektor;Prozess- und Fachberatung im dynamischen Bankenumfeld.
Sonstiges;Im Rahmen der Digitalisierungsoffensive besitzen wir im Rahmen der Architektur die Aufgabe, die Vorgehensweisen, Prozesse und Technologien im Kontext…
Sonstiges;Bei uns erhalten Sie die Möglichkeit eigene Produkte zu entwickeln und diese zu optimieren.
Sonstiges;Gewährleistung der Übersichtlichkeit und Usability der Anwendungen.
Softwareentwicklung im Bankensektor;Unsere Kunden sind seit Jahren im Financial Services Umfeld aktiv und setzen fokussiert Projekte in der Prozess- und Fachberatung im dynamischen Bankenumfeld um…
Sonstiges;Wir entwickeln Software, die dem Menschen dient. Wir bieten Softwarelösungen, Services und Beratung für unsere Kunden und unterstützen Verwaltungen dabei, serviceorientiert und bürgernah zu sein. 
Sonstiges; Du kreierst als Teil unseres Entwicklerteams neue Apps 
Sonstiges; Du übernimmst Verantwortung bei der Neu- und Weiterentwicklung unserer Software für den mobilen Bereich 
Sonstiges; Du setzt komplexe Anforderungen an die Software innerhalb eines agilen Teams um 
Sonstiges; Du hast Freude an agiler Entwicklung für Softwarelösungen von morgen 
Sonstiges; Du zeigst Leidenschaft für die Softwareentwicklung und für hohe Code-Qualität
Sonstiges;Entwicklung von hardwarenaher Software für unsere AURIX Plattform (Low Level Treiber iLLD, AURIX 2nd Gen.) unter Berücksichtigung der funktionalen Sicherheit nach u.a. IEC61508 
Sonstiges; Analyse von Software- und Systemanforderungen (inklusive Safety) 
Sonstiges; Erstellung der Software-Spezifikationen für Basissoftware-Treiber 
Sonstiges; Inbetriebnahme der Software auf der Zielhardware 
Sonstiges; Fundierte Kenntnisse in der Entwicklung hardwarenaher Software (in C) 
Sonstiges; Mehrjährige, einschlägige Erfahrung in der Softwareentwicklung für embedded Systeme (idealerweise AURIX und Multicore) 
Sonstiges; Fundierte Kenntnisse in der Entwicklung von Software-Architekturen für komplexe Use-Cases und vielfältige Software-Schnittstellen
Sonstiges;Das Lösungsportfolio der ekom21 reicht von Hardware- und Softwarelösungen bis hin zu maßgeschneiderten Beratungsleistungen. Für unseren Unternehmensbereich „Softwareentwicklung“ suchen wir zwei 
Sonstiges; Ihre Aufgabe ist die Entwicklung von Software-Lösungen, insbesondere Services und webbasierende Lösungen auf Basis von Microsoft .NET 
Sonstiges; Dabei decken Sie den kompletten Softwareentwicklungsprozess von der Analyse und Konzeption über die Umsetzung bis zur Produktivsetzung ab 
Sonstiges; Sie stellen neue Softwareversionen samt Dokumentation bereit und leisten den technischen Support 
Sonstiges; Abgeschlossenes Studium oder IT-technische Ausbildung (z. B. als Fachinformatiker) mit mehrjähriger Berufserfahrung in der Softwareentwicklung
Sonstiges;Unser eigenständiger Geschäftsbereich entwickelt, vertreibt und betreut in einem kleinen Expertenteam Softwarelösungen für die gesetzlichen Krankenkassen und privaten Versicherungen. 
Sonstiges; Du designst, entwickelst und implementierst Software-Komponenten für die Neuentwicklung eines unserer Krankenkassensysteme 
Sonstiges; Dabei leistest Du einen wichtigen Beitrag bei der Backend-bzw. Frontend-Entwicklung unserer Softwarelösungen
Sonstiges;Unsere Kunden stellen höchste Ansprüche an die Qualität und Innovationskraft unserer Softwarewerkzeuge. Insbesondere gilt das für die FPGA Implementation Software, mit der wir es dem Kunden ermöglichen, FPGAs auf dSPACE I/O-Boards aus graphischen Blockschaltbildern zu programmieren. 
Sonstiges; Agile Softwareentwicklung im Bereich des dSPACE FPGA Programming Blocksets - o Grundkenntnisse im Bereich Softwareengineering, z. B. OOA, OOD oder UML
Sonstiges;Als C++-Entwickler für unsere Software GOM Volume Inspect Pro entwickelst Du Algorithmen, Funktionen und Workflows für die CT-Datenanalyse. 
Sonstiges; Du hast praktische Erfahrungen in der C++-Softwareentwicklung 
Sonstiges; Ein transparenter Onboardingprozess: Unser Software-Team wird Dich professionell auf Deine Herausforderungen bei uns vorbereiten
Sonstiges;Du entwickelst in einem internationalen Team eine Applikationssoftware zur Ansteuerung von industriellen X-Ray-Systemen sowie zur Generierung von Volumendaten. 
Sonstiges; Du entwickelst Verfahren zur Verbesserung der Bildqualität und des Messergebnisses sowie zur Einmessung der Geräte und bindest diese in die Produktsoftware ein. 
Sonstiges; Du ermöglichst eine einfache Ansteuerung von Hardwarekomponenten in einer intuitiv zu bedienenden Software. 
Sonstiges; Sehr gute Kenntnisse in der objektorientierten Softwareentwicklung, idealerweise mit den Programmiersprachen C++ oder C# und der Verwendung von Entwurfsmustern 
Sonstiges; Sehr gute Kenntnisse in der objektorientierten Softwareentwicklung, idealerweise mit den Pro-grammiersprachen C++ oder C# und der Verwendung von Entwurfsmustern
Sonstiges;GOM Metrology, ein Unternehmen der ZEISS Gruppe, ist spezialisiert auf industrielle 3D-Koordinatenmesstechnik, 3D-Computertomografie sowie 3D-Testing und unterstützt Kunden weltweit mit Maschinen und Anlagen zur manuellen und automatisierten 3D-Digitalisierung, Auswertesoftware, Training und professionellem Support aus einer Hand. 
Sonstiges; Erfahrung in der Softwareentwicklung mit C++
Sonstiges;Als Entwickler (m/w/d) von Common Components entwickeln und betreuen Sie wiederverwendbare Softwaremodule, die in vielen verschiedenen Produkten und Entwicklungsbereichen bei dSPACE zum Einsatz kommen. 
Sonstiges; Entwicklung von wiederverwendbaren Softwaremodulen für den Einsatz in unterschiedlichen Produkten unter den Betriebssystemen Microsoft® Windows® und Linux 
Sonstiges; Solide Erfahrung in der Softwareentwicklung mit C# sowie einer Scriptsprache, z. B. Python oder PowerShell
Sonstiges;Wir suchen für unsere Abteilung Automation IT and Software Development der Temperature & Pressure Sensors Business Group für den Standort Berlin Zehlendorf, Deutschland ab sofort einen Software-Entwickler für den Batch-Abgleich (w/m/d). 
Sonstiges; In Ihrer neuen Rolle sind Sie als Software-Entwickler für den Batch-Abgleich tätig. 
Sonstiges; Sie unterstützen bei Problemen von Software in der Produktion.
Sonstiges;Du integrierst die Software-Komponenten zu einer Gesamt-Software, nimmst diese auf dem Steuergerät in Betrieb, stellst grundlegende Funktionalitäten sicher und bereitest die Auslieferungen vor 
Sonstiges; Dabei verantwortest du die Softwareschnittstellen von unserer neuesten Generation der Off Road Robotics Steuergeräte 
Sonstiges; Du definierst die Integrationsstrategie und planst die Integrationsschritte für Software-Releases. 
Sonstiges; Deine Rolle ist es, gemeinsam mit deinen die Verfügbarkeit und Qualität der Software sicher zu stellen 
Sonstiges; Erfahrung und Know-how: Erfahrungen in agiler Softwareentwicklung und ein gutes Verständnis von embedded Software, Fundierte Linux Programmiererfahrung und Erfahrungen mit Continuous Integration und Continuous Testing, Erfahrung von Architek
Sonstiges;Wir entwickeln Software, die dem Menschen dient. Wir bieten Softwarelösungen, Services und Beratung für unsere Kunden und unterstützen Verwaltungen dabei, serviceorientiert und bürgernah zu sein. 
Sonstiges; Du kreierst als Teil unseres Entwicklerteams neue Apps 
Sonstiges; Du übernimmst Verantwortung bei der Neu- und Weiterentwicklung unserer Software für den mobilen Bereich 
Sonstiges; Du setzt komplexe Anforderungen an die Software innerhalb eines agilen Teams um 
Sonstiges; Du hast Freude an agiler Entwicklung für Softwarelösungen von morgen 
