 Analyse bestehender Applikationen in verschiedenen Clouds (GCP, Azure, OpenStack) ;1;0;0;0
 Analyse und Berichterstattung relevanter E-Commerce-KPIs zur Identifizierung von Wachstumspotenzialen und zur Entwicklung strategischer Maßnahmenpläne auf Segments-/Produktserien-/Vertriebspartner-Ebene ;1;0;0;0
 Analyse und Optimierung der Software-Performance auf diversen Drohnenplattformen ;1;0;0;0
 Analyse von Anforderungen sowie deren Ausarbeitung in schätzbare Items ;1;0;0;0
 Analyse von Anforderungen unserer Kunden und Design passender Lösungen ;1;0;0;0
 Analyse von Software- und Systemanforderungen (inklusive Safety) ;1;0;0;0
 Analyse, Konzeption sowie Programmierung von Software-Produkten in SAP Anwendungsentwicklung oder in objektorientierten Hochsprachen (C#, Java, C++) ;1;0;0;0
 Analytische Fähigkeiten, hohes Abstraktionsvermöge;1;0;0;0
 Analytisches Denkvermögen, hohe Problemlösungskompetenz sowie ausgeprägte Kommunikationsstärke;1;0;0;0
 Analytisches Erfassen von Geschäftsprozessen und Umsetzung in strukturierte Softwarefunktionen ;1;0;0;0
 Anbindung an Cloud-Systeme über MQTT / OPC-UA ;1;0;0;0
 Anbindung von Steuerungssoftware für automatisierte Lagertechnik und mobile Roboter-Systeme ;1;0;0;0
 Anforderungsanalyse und Erstellung von Spezifikationen der Software ;1;0;0;0
 Anforderungsanalyse vom Softwaresystem bis zur Umsetzung von Kundenanforderungen ;1;0;0;0
 Anhand der Informationen der bestehenden E-Commerce Kanälen von Festool leiten Sie datengetriebene Maßnahmen und Entscheidungen für den internationalen Rollout ab und setzen diese gemeinsam im Team um ;1;0;0;0
 Anwender können mit dem von der SAP bereitgestellten Software Development Kit Applikationen individuell für einen Kunden oder für mehrere Kunden bauen und diese über den SAP-Store bereitstellen;1;0;0;0
 Anwendungsentwicklung für Linux und Windows (C / C++, PHP) ;1;0;0;0
 Arbeit mit Systemen für Software-Versionierung und kontinuierlicher Integration (CI) ;1;0;0;0
 Auch beim Design, der Implementierung und dem Test angrenzender Produkte, wie z.B. unserem Kundenportal “arburgXworld” sind Ihre Kenntnisse und Fähigkeiten gefragt;1;0;0;0
 Auch in Europa, etwa in Deutschland, der Schweiz und Österreich, bietet das Unternehmen seine Dienstleistungen an;1;0;0;0
 Auch mal was ausprobieren: Aufbau, Konfiguration und Wartung von Cloud Komponenten ;1;0;0;0
 Aufbau eines maximalen Automatisierungsgrads zum Betrieb von Anwendungen in der Amazon Cloud unter Verwendung von Infrastructure-as-Code (z. B. AWS CDK/Terraform) ;1;0;0;0
 Aufgeschlossene Persönlichkeit sowie selbständige und lösungsorientierte Arbeitsweise;1;0;0;0
 Ausbildung: abgeschlossenes Studium der Informatik / Software Engineering oder eine vergleichbare Qualifikation. ;1;0;0;0
 Ausbildung: abgeschlossenes Studium in den Fachrichtungen Informatik, Software Engineering abgeschlossen oder eine vergleichbare Qualifikation;1;0;0;0
 Ausbildung: abgeschlossenes Studium in den Fachrichtungen Informatik, Software-Engineering oder vergleichbar;1;0;0;0
 Ausbildung: erfolgreich abgeschlossenes Studium der Fachrichtung (Wirtschafts-)Informatik, Wirtschaftsingenieurwesen oder vergleichbar, idealerweise mit einem Bezug zu Cloud-Computing/Datenplattformen;1;0;0;0
 Ausgeprägte Affinität zu eCommerce Trends und Technologien, analytische Fähigkeiten sowie Teamgeist in Verbindung mit einer hohen Ergebnisorientierung runden Ihr Profil ab.;1;0;0;0
 Ausgestaltung der technologischen Roadmap einer nachhaltigen Software-Architektur ;1;0;0;0
 Auslegung und Implementierung von Drehzahl- und Drehmoment-Regelkreisen ;1;0;0;0
 Austausch von Hardware, Update der Software ;1;0;0;0
 Außerdem arbeiten Sie eng mit den System- und Software-Architekten zusammen, um eine effektive Integration von Tests zu gewährleisten. ;1;0;0;0
 Bachelor- bzw. Diplom-/Masterabschluss Fachrichtung Bet;1;0;0;0
 Basic understanding of cloud platforms, containerization, and distributed systems ;1;0;0;0
 Bearbeitung von Kundenanfragen per E-Mail, Telefon und Chat;1;0;0;0
 Begeisterung für die Softwareentwicklung und Freude an abwechslungsreichen Aufgabengebieten;1;0;0;0
 Begleitung des Echtstart der abgeschlossene;1;0;0;0
 Begleitung von Software-Entwicklungsprozessen von der Anforderungsanalyse über Architektur und Design bis hin zur Implementierung sowie dem Testen von Softwarekomponenten ;1;0;0;0
 Beratung bzgl. Intrexx in der Cloud für große Kunden und Partner. ;1;0;0;0
 Beratung der für den optimalen Einsatz des Systems ;1;0;0;0
 Beratung unserer internen Kundenteams sowie gemeinsame Suche nach Lösungen für komplexe Herausforderungen;1;0;0;0
 Bereits während der Entwicklung treffen Sie alle Vorkehrungen um die Softwareapplikation gesichert produktiv setzen zu können und eine einfache Betreuung im laufenden Betrieb zu ermöglichen. ;1;0;0;0
 Bereitstellung von Ad-hoc-Analysen mit Erkenntnissen und Empfehlungen zur Verbesserung unserer Kampagnen, on-site Performance und der Effektivität der Online-Erfahrung, um die Leistung des eCommerce-Geschäfts zu steigern ;1;0;0;0
 Berufseinsteiger mit Leidenschaft für Softwareentwicklung im industriellen Umfeld oder Young Professionals mit Erfahrung in Softwareprodukten für komplexe Instrumente;1;0;0;0
 Berufserfahrung im Bereich des manuellen und automatisierten Softwaretestens ;1;0;0;0
 Bestmögliche Platzierung von Produkten im Onlineshop ;1;0;0;0
 Betreuung und Mitgestaltung des gesamten Software-Lifecycles ;1;0;0;0
 Betreuung von Softwareprodukten im Rahmen der IT-Sicherheit ;1;0;0;0
 Business One hat eine eigene GUI-Technik, ist plattformgebunden und läuft derzeit nur unter Microsoft Windows;1;0;0;0
 By monitoring, analyzing and reporting relevant e-Commerce KPIs, you can derive appropriate, strategic measures per segment/product series/channel partner and identify growth potential ;1;0;0;0
 Changemanagement und Support in bestehenden Softwareprojekten;1;0;0;0
 Clean Code und Software-Craftsmanship sind keine Fremdworte für Dich ;1;0;0;0
 Crealogix hat Firmensitze in der Schweiz (Zürich, Bubikon), in Deutschland (Stuttgart, Jever, Coburg), in Grossbritannien (Winchester), in Riad, Singapur und in Barcelona;1;0;0;0
 Da die FinanzIT der Sparkassenfinanzgruppe gehörte, sollte so unter anderem die Marktposition der Sparkassen gestärkt werden;1;0;0;0
 Dabei arbeiten Sie mit modernster Software rund um Java EE und gestalten aktiv das bestehende IT-System mit, das auf einer Mehrschicht-Architektur basiert. ;1;0;0;0
 Dabei arbeitest du nach Kundenwunsch und gibst dein Bestes, die Anforderungen unserer Kunden in der Software umzusetzen ;1;0;0;0
 Dabei bist du für die Installation, das Upgrade und Patchen von Applikationen im Java und Windows Umfeld, als auch für die Weiterentwicklung und Implementation von neuen Technologien (Infastructure as a code, H;1;0;0;0
 Dabei decken Sie den kompletten Softwareentwicklungsprozess von der Analyse und Konzeption über die Umsetzung bis zur Produktivsetzung ab ;1;0;0;0
 Dabei erstellen Sie Softwarearchitektur und -design und sind für die Implementierung und Testung dieser zuständig ;1;0;0;0
 Dabei helfen dir deine Kenntnisse in der Verwaltung von Software-Projekten (z.B. Git, Maven, Gradle) und in der testgetriebenen Entwicklung;1;0;0;0
 Dabei leistest Du einen wichtigen Beitrag bei der Backend-bzw. Frontend-Entwicklung unserer Softwarelösungen ;1;0;0;0
 Dabei sind Sie auch für die strukturierte/objektorientierte Software-Entwicklung in C/C++ verantwortlich ;1;0;0;0
 Dabei verantwortest du die Softwareschnittstellen von unserer neuesten Generation der Off Road Robotics Steuergeräte ;1;0;0;0
 Damit ist es als kaufmännische und logistische Software für viele unterschiedliche Unternehmen und Branchen geeignet;1;0;0;0
 Daneben werden nach wie vor Dienstleistungen im Bankenumfeld erbracht;1;0;0;0
 Darüber hinaus arbeiten Sie in einem internationalen Entwicklerteam und unterstützen weltweite Softwareteams (interne, wie externe Mitarbeiter). ;1;0;0;0
 Darüber hinaus besitzen Sie Know-how in den Abläufen und Tools der Softwareentwicklung (z. B. Application Life Cycle Management, Jenkins, Azure DevOps Services oder Git);1;0;0;0
 Darüber hinaus bietet das Unternehmen auch verschiedene Dienstleistungen in den Bereichen Outsourcing, Beratung, Wartung und Support;1;0;0;0
 Darüber hinaus erstellen Sie die zugehörigen Software-Dokumentation;1;0;0;0
 Darüber hinaus haben Sie Verantwortung für den Betrieb, die Optimierung, Absicherung und strategische Weiterentwicklung des Web und Az;1;0;0;0
 Darüber hinaus handelt es sich bei SAP um das mit Abstand wertvollste börsennotierte deutsche Unternehmen;1;0;0;0
 Darüber hinaus übernehmen Sie die Ausarbeitung und das Testing der Software. ;1;0;0;0
 Darüber hinaus wirken Sie bei der Konzeption und Umsetzung der Softwarearchitektur mit und übernehmen die Anbindung von Datenbanken und die Erstellung von Berechnungsregeln für KPIs, insbesondere OEE. ;1;0;0;0
 Das Segment IT-Services beinhaltet IT-, Strategie- und Managementberatung sowie individuelle Softwareentwicklungs-Projekte;1;0;0;0
 Das Unternehmen ist auch in Österreich, den Niederlanden, Frankreich, Belgien, Italien und der Schweiz tätig;1;0;0;0
 Das Unternehmen mit Hauptsitz in Augsburg fungiert als Holding und steuert und koordiniert drei operative Geschäftseinheiten;1;0;0;0
" Das Unternehmen unterhält zwei Hauptstandorte in Karlsruhe und Münster sowie Niederlassungen in München, Frankfurt am Main und Berlin; Satzungssitz ist Frankfurt am Main";1;0;0;0
 Debugging und Fehlerbeseitigung in Software von bestehenden Systemen ;1;0;0;0
 Definierung von Hardwareanforderungen für bestehende Softwarelösung im Bereich Embedded Systems ;1;0;0;0
 Dein abgeschlossenes Studium in Informatik, Wirtschaftsinformatik oder einem anderen MINT-Fach hat dich neugierig auf die Softwareentwicklung gemacht? ;1;0;0;0
So kannst du bei uns umfangreiche E-Commerce-Skills erwerben und zum echten Amazon-Profi werden. ;1;0;0;0
 Deine Arbeit dokumentierst du selbstständig und legst Wert auf gute Softwarearchitektur ;1;0;0;0
 Deine Rolle ist es, gemeinsam mit deinen die Verfügbarkeit und Qualität der Software sicher zu stellen ;1;0;0;0
 Deine Soft Skills: analytisches Denkvermögen, Anpassungs- und Teamfähigkeit, ein sicheres Auftreten und lösungsorientiertes Handeln sind für dich selbstverständlich;1;0;0;0
 Deine umfassenden Kenntnisse in Java und Kubernetes (OpenShift) hast Du in agilen Softwareentwicklungsprojekten erworben und bereits erste Erfahrungen mit Test Driven Development gesammelt;1;0;0;0
 Der Schwerpunkt der Unternehmenstätigkeit liegt in den Bereichen Mobile, Sicherheit und Vermögensberatung;1;0;0;0
 Des Weiteren arbeiten Sie an Softwareprojekten, die einen Bezug zur funktionalen Sicherheit haben. ;1;0;0;0
 Des Weiteren sind Sie für die Erstellung von Projekt- und Produktsoftware zuständig. ;1;0;0;0
 Deshalb suchen wir Dich, jemanden mit Herzblut und Spaß an der Softwareentwicklung für spannende Aufgaben in unserem motivierten Team aus erfahrenen und jungen Mitarbeitern. ;1;0;0;0
 Design und Entwicklung von objektorientierter und performanter Software in Zusammenarbeit mit erfahrenen aus dem Team ;1;0;0;0
 Design und Konzeption neuer Systeme, sowie Analyse und Erweiterung vorhandener Systeme im Umfeld DevOps / Cloud ;1;0;0;0
 Designs and recommends online sales programs and defines short-/mid-/long-term online sales strategies together with the e-Commerce channel partner and internal sales force and stakeholders ;1;0;0;0
 Dich erwartet eine agile Softwareentwicklung in einem kollegialen Betriebsklima und grundsympathisches Team;1;0;0;0
 Die Aktien der Crealogix Holding (CLXN) werden an der SIX Swiss Exchange gehandelt;1;0;0;0
 Die anschließende Administration und Weiterentwicklung der Azure basierten Cloud-Systemlandschaft gehört zu Ihren Kernaufgaben ;1;0;0;0
 Die Anwendungen wurden von den Bereichen des Produktmanagements in Zusammenarbeit mit den Entwicklungseinheiten weiterentwickelt;1;0;0;0
 Die Eigenmarke Edited wird auch im stationären Handel angeboten;1;0;0;0
 Die Einführung des Systems kann daher grundsätzlich auch direkt durch den Kunden und ohne Berater erfolgen;1;0;0;0
 die Entwicklung neuer Funktionen und Komponenten im Backend und der Applikationssoftware für unsere Elektronenmikroskope ;1;0;0;0
 Die Entwicklung von Software und Arbeit mit elektronischer Hardware für elektrohydraulische Systeme ;1;0;0;0
 die erstellte Software in den Betrieb überführen, Akzeptanztests durchführen und den Support gewährleisten ;1;0;0;0
 die Konzeption, Spezifikation und das Design der Ansteuerung von komplexen Mikroskop-Komponenten in enger Kooperation mit unseren Software- und Firmware-Entwicklungsteams sowie unseren externen Partnern ;1;0;0;0
 Die notwendigen Hardwareressourcen wurden von Demandware zur Verfügung gestellt, sodass sich Kunden lediglich mit Weiterentwicklung und Anpassung ihres Shops beschäftigen mussten;1;0;0;0
 Die Produkte und Dienstleistungen von Salesforce sind mandantenfähig;1;0;0;0
 Die Produkte von Salesforce sollen Unternehmen außerdem helfen, Mitarbeiter, Kunden und Produkte zu vernetzen;1;0;0;0
 Die Registrierung erfordert eine Kreditkarte oder eine Bankverbindung;1;0;0;0
 Die Softwareentwicklung mit den Open Source Technologien z.B. Eclipse, LLVM zählt zu Deinen Aufgaben ;1;0;0;0
 Die Standorte bestanden zunächst fort, ebenso oblag die Weiterentwicklung und Betreuung nach wie vor den gleichen Teams;1;0;0;0
 die Tätigkeit umfasst alle Phasen des Software Engineerings von der Anforderungsanalyse über die Implementierung bis hin zum Testmanagement mit dem Ziel, effiziente, performante und moderne Software-Lösungen in der Steuerberatung aufzubauen ;1;0;0;0
 Die Unternehmensgruppe besteht aus vier Segmenten: Kreditplattform, Privatkunden, Immobilienplattform und Versicherungsplattform;1;0;0;0
 Die Use-Case getriebene Entwicklung cloud-basierter Anwendungen für die Instandhaltung und anderer Bereiche der Fertigung sind Teil Ihres Aufgabenbereiches ;1;0;0;0
 Die zahlreichen Analysewerkzeuge werden ergänzt durch Services von Drittanbietern;1;0;0;0
 Dokumentation der zu verantwortenden Software-Komponenten ;1;0;0;0
 Dort können SAP-Anwender Problemmeldungen an SAP schicken und weiterverfolgen, sowie von dort Dokumentation, Installationsmedien, Programmkorrekturen, vertikale Lösungen und Schulungen beziehen;1;0;0;0
 Du administrierst und verfolgen die EDI-Services sowohl in der Cloud als auch im internen Rechenzentrum. ;1;0;0;0
 Du arbeitest in einem agile Scrum-Team und entwickelst Lösungen sowie Dokumentationen in diesem Bereich. ;1;0;0;0
 Du begeisterst Dich für Cloud-Themen und hast Spaß an der Arbeit in agilen Teams;1;0;0;0
 Du begeisterst Dich für die Softwareentwicklung und hast Spaß daran, Deine Programmierkenntnisse weiterzuentwickeln und mit neuen Technologien zu arbeiten ;1;0;0;0
 Du begeisterst dich für E-Commerce Themen und hast Lust, das Unternehmen aktiv mitzugestalten und weiterzuentwickeln ;1;0;0;0
 Du begleitest anstehende Software Releases von der Testplanung und -vorbereitung, über Testdurchführung bis hin zum Reporting und Abnahme des Releases ;1;0;0;0
 Du begleitest eigenverantwortlich oder auch gemeinschaftlich die Softwareentwicklung und agierst dabei an der Schnittstelle zum Kunden. ;1;0;0;0
 Du behältst den Überblick: Deine Büroorganisation stellt einen reibungslosen Tagesablauf sicher, indem Du ein proaktives E-Mail-, Kalender- und Reise-Management betreibst. ;1;0;0;0
 Du bekommst eine umfassende Einarbeitung und entwickelst mit an neuen und bestehenden Software-Lösungen in den Bereichen Automotive oder Logistik ;1;0;0;0
 Du berätst und unterstützt unsere Kunden bei der Nutzung der Software ;1;0;0;0
 Du besitzt die Fähigkeit analytisch zu denken, komplexe Zusammenhänge zu erkennen und durch neue Ansätze Lösungen zu initiieren;1;0;0;0
 Du bist für die selbständige Analyse von Anforderungen und Implementierung von Funktionen mit klassischen und/ oder agilen Softwareentwicklungsmethoden verantwortlich;1;0;0;0
 Du bist operativ beratend oder leitend in Green IT-Projekten für Rechenzentren und Cloud Computing Themen unterwegs. ;1;0;0;0
 Du bist verantwortlich für die Konzeption und Entwicklung von Softwareanwendungen, unter anderem in C# .NET ;1;0;0;0
 Du bist zuständig für die Architekturerstellung und Dokumentation von Software ;1;0;0;0
 Du brennst für unsere technisch anspruchsvollen Lösungen und hast den Blick für das große Ganze.;1;0;0;0
 Du bringst Dich in Konzeption, Entwurf und in der qualifizierten Dokumentation von IT-Lösungen mit ein;1;0;0;0
 Du bringst einschlägige Berufserfahrung in der Entwicklung und Implementierung von SharePoint-Lösungen;1;0;0;0
 Du bringst Erfahrung in der Entwicklung, Architektur und im Design von Front- und Backend-Software mit ;1;0;0;0
 Du bringst erste Erfahrung in der Softwareentwicklung für mobile Roboter mit (z. B. als Softwareingeneur;1;0;0;0
 Du bringst gute Erfahrung in der Cloud-Technologien (Kafka & API) mit;1;0;0;0
 Du definierst die Integrationsstrategie und planst die Integrationsschritte für Software-Releases. ;1;0;0;0
 Du denkst Softwareentwicklung ganzheitlich: Architektur, Implementierung, Tests und Dokumentation sind für Dich integrale Bestandteile Deiner Arbeit.;1;0;0;0
 Du designst, entwickelst und implementierst Software-Komponenten für die Neuentwicklung eines unserer Krankenkassensysteme ;1;0;0;0
 Du entwickelst Konzepte zur Messung des Energieverbrauchs und der Energieeffizienz in Rechenzentren und in der Cloud. ;1;0;0;0
 Du entwickelst leidenschaftlich gerne Software, verlierst dabei aber nicht die zugrunde liegenden Geschäftsprozesse aus dem Auge ;1;0;0;0
 Du entwickelst Schnittstellen zwischen den Kernsystemen und individuellen Anwendungen im Bereich EDI - electronic data interchange. ;1;0;0;0
 Du entwickelst und optimierst innovative Individualsoftware-Lösungen nach Kundenanforderung in einem interdisziplinär arbeitenden Team ;1;0;0;0
 Du entwickelst Verfahren zur Verbesserung der Bildqualität und des Messergebnisses sowie zur Einmessung der Geräte und bindest diese in die Produktsoftware ein. ;1;0;0;0
 Du erarbeitest Testalgorithmen zur Durchführung von Softwaretests ;1;0;0;0
 Du erhältst einen intensiven Einblick in strategische Projekte des Bereichs Business Development / E-Commerce und arbeitest aktiv an der kanalspezifischen Produktvermarktung mit ;1;0;0;0
 Du erlebst die Entwicklung komplexer Software - von den Requirements mit Jira über die Automatisierung von Softwaretests mit Robot Framework bis hin zum Testmanagement mit Tools wie TestBench Enterprise. ;1;0;0;0
 Du ermöglichst eine einfache Ansteuerung von Hardwarekomponenten in einer intuitiv zu bedienenden Software. ;1;0;0;0
 Du findest Lösungen bei Störungen im Live-Betrieb und stellst sicher, dass unsere Kunden nicht von Ausfällen betroffen sind;1;0;0;0
 Du hältst Dich über Branchentrends und neue Technologien im Zusammenhang mit SharePoint und cloudbasierten Lösungen selbständig auf dem Laufenden ;1;0;0;0
 Du hast ein abgeschlossenes Studium in einem fachbezogenen Bereich (wie z.B. Wirtschaftsinformatik, Wirtschaftswissenschaften, E-Commerce);1;0;0;0
 Du hast ein gutes Verständnis von IT-Infrastrukturen, Cloud-Plattformen, Virtualisierungstechnologien, Containerisierung und Anwendungsarchitekturen.;1;0;0;0
 Du hast Erfahrung in der Koordination, Durchführung und Weiterentwicklung von Softwaretestungen (ISTQB-Zertifizierung von Vorteil);1;0;0;0
 Du hast Erfahrung mit objektorientierter Software Entwicklung und beherrscht mehrere gängige Programmiersprachen (Java, Python, Typescript, C# etc.) ;1;0;0;0
 Du hast Erfahrungen in den Bereichen Software Defined Network (z.B. neutron/OVN, Calico);1;0;0;0
 Du hast Freude an agiler Entwicklung für Softwarelösungen von morgen ;1;0;0;0
 Du hast Freude an agiler Entwicklung für Softwarelösungen von morgen - Wir entwickeln Software, die dem Menschen dient. ;1;0;0;0
 Du hast praktische Erfahrung in der Programmierung mit Datenbanksprachen (z. B. SQL) und Datenbankoberflächen;1;0;0;0
 Du hast praktische Erfahrungen in der C++-Softwareentwicklung ;1;0;0;0
 Du hast Spaß und Interesse an technischen Innovationen, E-Commerce-Themen und an betriebswirtschaftlichen Zusammenhängen.;1;0;0;0
 Du hilfst internen Teams sowie Kunden bei der technischen Bewertung der einzusetzenden Technologien (IaaS, PaaS, SaaS, Azure Kubernetes Service, DevTest Labs, etc.) ;1;0;0;0
 Du kannst richtig was bewegen: Du bist im gesamten Spektrum der Softwareentwicklung involviert – vom Lösungsdesign über die Umsetzung bis zum Deployment. ;1;0;0;0
 Du kennst dich in einem der Cloud Architecture Frameworks gut aus bzw. betrachtest mehrere Ebenen bei der Lösungsfindung. ;1;0;0;0
 Du kommunizierst gut auf Deutsch – sowohl in E-Mails als auch persönlich und telefonisch;1;0;0;0
 Du konntest dir bereits Kenntnisse in der;1;0;0;0
 Du konzipierst eigenständig Cloud Architekturen zur Umsetzung von Data Lake und Data Analytics Projekten ;1;0;0;0
 Du kreierst als Teil unseres Entwicklerteams neue Apps ;1;0;0;0
 Du kümmerst Dich um die Administration und den Betrieb der MENTZ-Dienste in der AWS Cloud. ;1;0;0;0
 Du kümmerst dich um die Pflege unserer Datenbanken, erstellst Dokumentationen, führst Fehleranalysen durch und unterstützt die Fachbereiche bei Reports und Auswertungen aus Qlik Sense. ;1;0;0;0
 Du lernst das Zusammenfügen von einzelnen Komponenten zu einer komplexen Anwendung (Continuous Integration), mit besonderem Fokus auf die Steigerung der Softwarequalität.;1;0;0;0
 Du optimierst die bestehenden Module, Prozesse sowie den Bestandscode unseres ERP-Systems (SWINGpps) und übernimmst die Wartung der Anwendungen und Schnittstellen. ;1;0;0;0
 Du planst und entwickelst Softwarelösungen in unseren Kommissionier-Automaten für Materialflusssteuerung, Kommunikation mit ERP-Systemen und Interaktion mit Anwendern. ;1;0;0;0
 Du planst und verwaltest SharePoint-Migrationsprojekte in die Cloud-basierte SharePoint-Umgebung ;1;0;0;0
 Du schaust über den Tellerrand des Entwicklers hinaus und gestaltest gerne und aktiv mit. ;1;0;0;0
 Du setzt anspruchsvolle Erweiterungen an bestehender Software um ;1;0;0;0
 Du setzt komplexe Anforderungen an die Software innerhalb eines agilen Teams um ;1;0;0;0
 Du studierst aktuell Online-Marketing, E-Commerce, Betriebswirtschaftslehre, Geisteswissenschaften, Medienwissenschaften oder einen ähnlichen Studiengang;1;0;0;0
 Du studierst in einem der folgenden Studienschwerpunkte: E-Commerce, Digitale Medien, Medieninformatik, Medien- und Wirtschaftswissenschaften, BWL ;1;0;0;0
 Du tauchst tief in unsere spannende Welt des E-Commerce ein und erhältst Einblicke ins Shopmanagement, E-Mail-Marketing und andere Bereiche. ;1;0;0;0
 Du treibst Software-Architekturentscheidungen von der Idee bis zur Implementierung und Integration auf der Zielhardware voran ;1;0;0;0
 Du übernimmst die Entwicklung von Firmware, Bootloadern und Plattformsoftware ;1;0;0;0
 Du übernimmst die praktische Umsetzung von Erweiterungs- und Anpassungsaufträgen in verschiedenen Anwendungen (Softwareentwicklung) und arbeitest in Projekten mit.;1;0;0;0
 Du übernimmst Verantwortung bei der Neu- und Weiterentwicklung unserer Software für den mobilen Bereich ;1;0;0;0
 Du übernimmst Verantwortung für die Prozesse der Qualitätssicherung sowie für das Testing und die Abnahme der Software ;1;0;0;0
 Du übernimmst Verantwortung für die softwaretechnische Umsetzung bzgl. Lesbarkeit, Wartbarkeit, Erweiterbarkeit und Testbarkeit Deiner Lösungen. ;1;0;0;0
 Du übersetzt konzeptionelle in physische Datenmodelle auf Basis einer modernen Microsoft Azure Cloud Architektur.;1;0;0;0
 Du unterstützt administrativ unseren eCommerce Key Account Manager ;1;0;0;0
