Model Description;F1-Score Micro;F1-Score Macro;MCC
Multi-Class Textclassfikation mit Modell: RoBERTa , einer Lernrate von '4e-05' und einer Epochen-Anzahl von '5' und der Verwendung von 100% der Verfuegbaren Daten.;0.7942028985507247;0.7015728967800126;0.6307021290405918
Multi-Class Textclassfikation mit Modell: RoBERTa , einer Lernrate von '4e-06' und einer Epochen-Anzahl von '5' und der Verwendung von 100% der Verfuegbaren Daten.;0.8231884057971014;0.7818222891566264;0.6929774275491878

Zero-Shot Modell: RoBERTa, mit 70% der Daten;0.27647058823529413;0.22069156363072873;0.014303290781641562
Zero-Shot Modell:BERT, mit 70% der Daten ;0.38529411764705884;0.31815869315869316;0.08323606181902463
Few-Shot mit Modell: 'deepset/gbert-large', einer Lernrate von '1e-05' und einer Epochen-Anzahl von '10' und der Verwendung von 70% der Verfuegbaren Daten.;0.6033755274261603;0.1881578947368421;0.0
Few-Shot mit Modell: 'deepset/gbert-large', einer Lernrate von '2e-05' und einer Epochen-Anzahl von '10' und der Verwendung von 70% der Verfuegbaren Daten.;0.6371308016877637;0.19458762886597938;0.0
Few-Shot mit Modell: 'deepset/gbert-large', einer Lernrate von '3e-05' und einer Epochen-Anzahl von '10' und der Verwendung von 70% der Verfuegbaren Daten.;0.6371308016877637;0.19458762886597938;0.0
Few-Shot mit Modell: 'deepset/gbert-large', einer Lernrate von '0.0004' und einer Epochen-Anzahl von '10' und der Verwendung von 70% der Verfuegbaren Daten.;0.7805907172995781;0.750986688872513;0.6130820559179244
Few-Shot mit Modell: 'deepset/gbert-large', einer Lernrate von '4e-05' und einer Epochen-Anzahl von '10' und der Verwendung von 70% der Verfuegbaren Daten.;0.6033755274261603;0.1881578947368421;0.0
Few-Shot mit Modell: 'deepset/gbert-large', einer Lernrate von '4e-06' und einer Epochen-Anzahl von '10' und der Verwendung von 70% der Verfuegbaren Daten.;0.5443037974683544;0.3409267021270526;0.11200669804247755
Few-Shot mit Modell: 'xlm-roberta-large', einer Lernrate von '1e-05' und einer Epochen-Anzahl von '10' und der Verwendung von 70% der verfuegbaren Daten.;0.5485232067510548;0.2416339573268921;0.0035841548821106315
Few-Shot mit Modell: 'xlm-roberta-large', einer Lernrate von '2e-05' und einer Epochen-Anzahl von '10' und der Verwendung von 70% der verfuegbaren Daten.;0.5907172995780591;0.24643091873153888;-0.026178972813674484
Few-Shot mit Modell: 'xlm-roberta-large', einer Lernrate von '3e-05' und einer Epochen-Anzahl von '10' und der Verwendung von 70% der verfuegbaren Daten.;0.6540084388185654;0.19770408163265307;-0.025009659891221076
Few-Shot mit Modell: 'xlm-roberta-large', einer Lernrate von '0.0004' und einer Epochen-Anzahl von '10' und der Verwendung von 70% der verfuegbaren Daten.;0.7341772151898734;0.37944822071171536;0.41151662532138433
Few-Shot mit Modell: 'xlm-roberta-large', einer Lernrate von '4e-05' und einer Epochen-Anzahl von '10' und der Verwendung von 70% der verfuegbaren Daten.;0.6582278481012658;0.1984732824427481;0.0
Few-Shot mit Modell: 'xlm-roberta-large', einer Lernrate von '4e-06' und einer Epochen-Anzahl von '10' und der Verwendung von 70% der verfuegbaren Daten.;0.48945147679324896;0.2230564155486756;0.001456864150059407
Multi-Class Textclassfikation mit Modell: BERT , einer Lernrate von '1e-05' und einer Epochen-Anzahl von '10' und der Verwendung von 70% der Verfuegbaren Daten.;0.7883817427385892;0.7370632644169425;0.6308558779699175
Multi-Class Textclassfikation mit Modell: BERT , einer Lernrate von '2e-05' und einer Epochen-Anzahl von '10' und der Verwendung von 70% der Verfuegbaren Daten.;0.7800829875518672;0.7432933059575966;0.6353182425892921
Multi-Class Textclassfikation mit Modell: BERT , einer Lernrate von '3e-05' und einer Epochen-Anzahl von '10' und der Verwendung von 70% der Verfuegbaren Daten.;0.7634854771784232;0.7431024454391422;0.6238308036340192
Multi-Class Textclassfikation mit Modell: BERT , einer Lernrate von '0.0004' und einer Epochen-Anzahl von '10' und der Verwendung von 70% der Verfuegbaren Daten.;0.6182572614107884;0.19102564102564104;0.0
Multi-Class Textclassfikation mit Modell: BERT , einer Lernrate von '4e-05' und einer Epochen-Anzahl von '10' und der Verwendung von 70% der Verfuegbaren Daten.;0.8008298755186722;0.7327955791671735;0.6380540634790098
Multi-Class Textclassfikation mit Modell: BERT , einer Lernrate von '4e-06' und einer Epochen-Anzahl von '10' und der Verwendung von 70% der Verfuegbaren Daten.;0.8008298755186722;0.7494080469309212;0.6526803097500147
Multi-Class Textclassfikation mit Modell: RoBERTa , einer Lernrate von '1e-05' und einer Epochen-Anzahl von '10' und der Verwendung von 70% der Verfuegbaren Daten.;0.8257261410788381;0.7986238242898717;0.7006189092252674
Multi-Class Textclassfikation mit Modell: RoBERTa , einer Lernrate von '2e-05' und einer Epochen-Anzahl von '10' und der Verwendung von 70% der Verfuegbaren Daten.;0.7883817427385892;0.7660588440292448;0.6663075897005496
Multi-Class Textclassfikation mit Modell: RoBERTa , einer Lernrate von '3e-05' und einer Epochen-Anzahl von '10' und der Verwendung von 70% der Verfuegbaren Daten.;0.7676348547717842;0.7311318831954272;0.611728408318792
Multi-Class Textclassfikation mit Modell: RoBERTa , einer Lernrate von '0.0004' und einer Epochen-Anzahl von '10' und der Verwendung von 70% der Verfuegbaren Daten.;0.6182572614107884;0.19102564102564104;0.0
Multi-Class Textclassfikation mit Modell: RoBERTa , einer Lernrate von '4e-05' und einer Epochen-Anzahl von '10' und der Verwendung von 70% der Verfuegbaren Daten.;0.8091286307053942;0.7572392951057734;0.6598443939989389
Multi-Class Textclassfikation mit Modell: RoBERTa , einer Lernrate von '4e-06' und einer Epochen-Anzahl von '10' und der Verwendung von 70% der Verfuegbaren Daten.;0.8008298755186722;0.732975698088572;0.6512274929260846

Few-Shot mit Modell: 'deepset/gbert-large', Lernrate: '1e-05' und einer Epochen-Anzahl von '10' und der Verwendung von 100% der Verfuegbaren Daten.;0.615686274509804;0.19053398058252427;0.0
Few-Shot mit Modell: 'deepset/gbert-large', Lernrate: '2e-05' und einer Epochen-Anzahl von '10' und der Verwendung von 100% der Verfuegbaren Daten.;0.615686274509804;0.19053398058252427;0.0
Few-Shot mit Modell: 'deepset/gbert-large', Lernrate: '3e-05' und einer Epochen-Anzahl von '10' und der Verwendung von 100% der Verfuegbaren Daten.;0.615686274509804;0.19053398058252427;0.0
Few-Shot mit Modell: 'deepset/gbert-large', Lernrate: '0.0004' und einer Epochen-Anzahl von '10' und der Verwendung von 100% der Verfuegbaren Daten.;0.8117647058823529;0.7268657811006056;0.6474756675235563
Few-Shot mit Modell: 'deepset/gbert-large', Lernrate: '4e-05' und einer Epochen-Anzahl von '10' und der Verwendung von 100% der Verfuegbaren Daten.;0.615686274509804;0.19053398058252427;0.0
Few-Shot mit Modell: 'deepset/gbert-large', Lernrate: '4e-06' und einer Epochen-Anzahl von '10' und der Verwendung von 100% der Verfuegbaren Daten.;0.6019607843137255;0.23912491017754176;0.04530604243445874
Few-Shot mit Modell: 'xlm-roberta-large', Lernrate: '1e-05' und einer Epochen-Anzahl von '10' und der Verwendung von 100% der Verfuegbaren Daten.;0.6039215686274509;0.1894218942189422;-0.054252136625002154
Few-Shot mit Modell: 'xlm-roberta-large', Lernrate: '2e-05' und einer Epochen-Anzahl von '10' und der Verwendung von 100% der Verfuegbaren Daten.;0.6352941176470588;0.1944777911164466;-0.032013934631121
Few-Shot mit Modell: 'xlm-roberta-large', Lernrate: '3e-05' und einer Epochen-Anzahl von '10' und der Verwendung von 100% der Verfuegbaren Daten.;0.6450980392156863;0.1960667461263409;0.0
Few-Shot mit Modell: 'xlm-roberta-large', Lernrate: '0.0004' und einer Epochen-Anzahl von '10' und der Verwendung von 100% der Verfuegbaren Daten.;0.6450980392156863;0.20656107140557595;0.04041025183482664
Few-Shot mit Modell: 'xlm-roberta-large', Lernrate: '4e-05' und einer Epochen-Anzahl von '10' und der Verwendung von 100% der Verfuegbaren Daten.;0.6431372549019608;0.1957040572792363;-0.01804700533611502
Few-Shot mit Modell: 'xlm-roberta-large', Lernrate: '4e-06' und einer Epochen-Anzahl von '10' und der Verwendung von 100% der Verfuegbaren Daten.;0.2529411764705882;0.1921959308519779;-0.06241455806319019
Multi-Class Textclassfikation mit Modell: BERT , Lernrate: '1e-05' und einer Epochen-Anzahl von '10' und der Verwendung von 100% der verfuegbaren Daten.;0.8201160541586073;0.7728243803170824;0.6890495150587621
Multi-Class Textclassfikation mit Modell: BERT , Lernrate: '2e-05' und einer Epochen-Anzahl von '10' und der Verwendung von 100% der verfuegbaren Daten.;0.816247582205029;0.7689303337661119;0.6744250295641205
Multi-Class Textclassfikation mit Modell: BERT , Lernrate: '3e-05' und einer Epochen-Anzahl von '10' und der Verwendung von 100% der verfuegbaren Daten.;0.8201160541586073;0.775135761906331;0.6910133653306552
Multi-Class Textclassfikation mit Modell: BERT , Lernrate: '0.0004' und einer Epochen-Anzahl von '10' und der Verwendung von 100% der verfuegbaren Daten.;0.6286266924564797;0.19299287410926366;0.0
Multi-Class Textclassfikation mit Modell: BERT , Lernrate: '4e-05' und einer Epochen-Anzahl von '10' und der Verwendung von 100% der verfuegbaren Daten.;0.8123791102514507;0.772076371803626;0.6683061182022626
Multi-Class Textclassfikation mit Modell: BERT , Lernrate: '4e-06' und einer Epochen-Anzahl von '10' und der Verwendung von 100% der verfuegbaren Daten.;0.8201160541586073;0.7733290047608539;0.6807904993700798
Multi-Class Textclassfikation mit Modell: Modell: RoBERTa , Lernrate: '1e-05' und einer Epochen-Anzahl von '10' und der Verwendung von 100% der verfuegbaren Daten.;0.8278529980657641;0.7926803804297453;0.698339557480403
Multi-Class Textclassfikation mit Modell: Modell: RoBERTa , Lernrate: '2e-05' und einer Epochen-Anzahl von '10' und der Verwendung von 100% der verfuegbaren Daten.;0.8104448742746615;0.7673440692892013;0.6602186422720118
Multi-Class Textclassfikation mit Modell: Modell: RoBERTa , Lernrate: '3e-05' und einer Epochen-Anzahl von '10' und der Verwendung von 100% der verfuegbaren Daten.;0.8181818181818182;0.780188627477928;0.6851597263714384
Multi-Class Textclassfikation mit Modell: Modell: RoBERTa , Lernrate: '0.0004' und einer Epochen-Anzahl von '10' und der Verwendung von 100% der verfuegbaren Daten.;0.6286266924564797;0.19299287410926366;0.0
Multi-Class Textclassfikation mit Modell: Modell: RoBERTa , Lernrate: '4e-05' und einer Epochen-Anzahl von '10' und der Verwendung von 100% der verfuegbaren Daten.;0.816247582205029;0.7706706420294125;0.675437553051421
Multi-Class Textclassfikation mit Modell: Modell: RoBERTa , Lernrate: '4e-06' und einer Epochen-Anzahl von '10' und der Verwendung von 100% der verfuegbaren Daten.;0.8143133462282399;0.7565193393067128;0.6707742918756568

Finden des Finalen Modells
Multi-Class Textclassfikation mit Modell: RoBERTa , einer Lernrate von '4e-06' und einer Epochen-Anzahl von '20' und der Verwendung von 100% der verfuegbaren Daten.;0.8492753623188406;0.8092933096366712;0.7241328156634111
Multi-Label Classic Textclassfikation mit Modell: RoBERTa , einer Lernrate von '1e-05' und einer Epochen-Anzahl von '10' und der Verwendung von 100% der verfuegbaren Daten.;0.8459657701711492;0.8155686202389604;kein support fuer MultiLabel

Multi-Label Classic Textclassfikation mit Modell: RoBERTa , einer Lernrate von '1e-05' und einer Epochen-Anzahl von '20' und der Verwendung von 100% der verfuegbaren Daten.;0.8487690504103166;0.8383483385359828;kein support fuer MultiLabel Multi-Label Classic Textclassfikation mit Modell: RoBERTa , einer Lernrate von '1e-05' und einer Epochen-Anzahl von '30' und der Verwendung von 100% der verfuegbaren Daten.;0.8183962264150944;0.8169548759771079;kein support fuer MultiLabel

Multi-Label Classic Textclassfikation mit Modell: RoBERTa , einer Lernrate von '1e-05' und einer Epochen-Anzahl von '18' und der Verwendung von 100% der verfuegbaren Daten.;0.8390129259694478;0.8337146368067158;kein support fuer MultiLabel
Multi-Label Classic Textclassfikation mit Modell: RoBERTa , einer Lernrate von '1e-05' und einer Epochen-Anzahl von '23' und der Verwendung von 100% der verfuegbaren Daten.;0.830188679245283;0.8082370471245152;kein support fuer MultiLabel
Multi-Label Classic Textclassfikation mit Modell: RoBERTa , einer Lernrate von '1e-05' und einer Epochen-Anzahl von '18' und der Verwendung von 100% der verfuegbaren Daten.;0.830188679245283;0.8183577932771482;kein support fuer MultiLabel
 Multi-Label Classic Textclassfikation mit Modell: RoBERTa , einer Lernrate von '1e-05' und einer Epochen-Anzahl von '18' und der Verwendung von 100% der verfuegbaren Daten.;0.808411214953271;0.8022589513176508;kein support fuer MultiLabel
 Multi-Label Classic Textclassfikation mit Modell: RoBERTa , einer Lernrate von '1e-05' und einer Epochen-Anzahl von '13' und der Verwendung von 100% der verfuegbaren Daten.;0.8179669030732861;0.7990440624614936;kein support fuer MultiLabel
 Multi-Label Classic Textclassfikation mit Modell: RoBERTa , einer Lernrate von '1e-05' und einer Epochen-Anzahl von '20' und der Verwendung von 100% der verfuegbaren Daten.;0.8028169014084506;0.7983296580913015;kein support fuer MultiLabel
 Multi-Label Classic Textclassfikation mit Modell: RoBERTa , einer Lernrate von '1e-05' und einer Epochen-Anzahl von '20' und der Verwendung von 100% der verfuegbaren Daten.;0.8827751196172248;0.8736697222270862;kein support fuer MultiLabel
